OID_,Civil_Count,Food_Count,HealthCare_Count,town,town_id,coast,taz,ES_FLAG,OBJECTID,Civil_Count1,Food_Count1,HealthCare_Count1,town_1,town_id_1,coast_1,taz_1,BUFF_DIST,shape_Length_1,shape_Area_1,ES_FLAG1,Shape_Length,Shape_Area,ES_FLAG_ALL,OBJECTID_12,taz_12,HLTH_COUNT,town_12,ES_COUNT05,HLTH_COUNT05,HIED_COUNT05,shape_Length_12,shape_Area_12,ES_COUNT1,HLTH_COUNT1,HIED_COUNT1,shape_Length_12_13,shape_Area_12_13,HIED_COUNT,ES_DEN_TAZ,ES_DEN_1,ES_DEN_05,ES_COUNT,OBJECTID_1,Join_Count,TARGET_FID,town_12_13,town_id_12,coast_12,objectid_12_13,taz_12_13,ORIG_FID,BUFF_DIST_1,COLLEGE,CAMPUS,ADDRESS,CITY,ZIPCODE,PLUS_FOUR,GEOG_TOWN,MAIN_TEL,URL,NCES_ID,TYPE,NCES_TYPE,CATEGORY,DEGREEOFFR,AWARDSOFFR,LARGEPROG,CAMPUSSETT,CAMPUSHOUS,L_SRC,CE_OBJECTID,FID,CE_College,Undergraduate_Enrollment,Graduate_Enrollment,Total_Enrollment,One,Lat,Lng,HIED_ID,shape_Length_12_13_14,shape_Area_12_13_14,HIED_Count5,Shape_Length_12_13_14_15,Shape_Area_12_13_14_15,HLTH_COUNT05m,HIED_COUNT05m,ES_COUNT05m,HLTH_COUNT1m,HIED_COUNT1m,ES_COUNT1m,ES_DEN_05m,ES_DEN_1m
1408,1,3,2,FRAMINGHAM,100,N,1564,1,1408,4,9,4,FRAMINGHAM,100,N,1564,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,4348.725789201617772,340297.436311799043324,1,1469,1564,,FRAMINGHAM,6,0,1,5055.913399325487262,2034180.041791053256020,17,0,2,10111.826798650974524,8136720.167164213024080,1,45.665723580337030,5.411268065124442,7.639437268410976,6,1408,2,1408,FRAMINGHAM,100,N,100,1564,1408,8046.736093472188259,Empire Beauty School (Framingham),Framingham,624 Worcester Road,Framingham,01701, ,FRAMINGHAM,(508) 370-7447,http://www.empire.edu,443678,PRI,"< 2-year, Private for-profit",Private Vocational School,C,One but less than two years certificate,"Cosmetology/Cosmetologist, General",City: Small,No,nces.ed.gov,27,GISDATA.COLLEGES_PT.98,Empire Beauty School (Framingham),6,N/A,6,1,42.297815277215214,-71.422158793704298,26-Empire Beauty School (Framingham),50559.133993256335089,203418004.179117113351822,2,4348.725789201617772,340297.436311799043324,0,1,6,0,2,17,7.639437268410980,5.411268065124440
1409,0,0,0,FRAMINGHAM,100,N,1567,0,1409,4,8,4,FRAMINGHAM,100,N,1567,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,3464.109761440200145,729528.935308960732073,1,1472,1567,,FRAMINGHAM,4,0,1,5055.913399325487262,2034180.041791053256020,16,0,2,10111.826798650974524,8136720.167164213024080,1,3.550219854115104,5.092958178940651,5.092958178940651,1,1409,2,1409,FRAMINGHAM,100,N,100,1567,1409,8046.736093472188259,Empire Beauty School (Framingham),Framingham,624 Worcester Road,Framingham,01701, ,FRAMINGHAM,(508) 370-7447,http://www.empire.edu,443678,PRI,"< 2-year, Private for-profit",Private Vocational School,C,One but less than two years certificate,"Cosmetology/Cosmetologist, General",City: Small,No,nces.ed.gov,27,GISDATA.COLLEGES_PT.98,Empire Beauty School (Framingham),6,N/A,6,1,42.297815277215214,-71.422158793704298,26-Empire Beauty School (Framingham),50559.133993256335089,203418004.179117113351822,2,3464.109761440200145,729528.935308960732073,0,1,4,0,2,16,5.092958178940650,5.092958178940650
1410,1,1,0,FRAMINGHAM,100,N,1565,0,1410,2,7,3,FRAMINGHAM,100,N,1565,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,6501.889413137453630,1468710.860925583401695,1,1470,1565,,FRAMINGHAM,6,0,1,5055.913399325487262,2034180.041791053256020,12,0,2,10111.826798650974524,8136720.167164213024080,,3.526886304433153,3.819718634205488,7.639437268410976,2,1410,2,1410,FRAMINGHAM,100,N,100,1565,1410,8046.736093472188259,Empire Beauty School (Framingham),Framingham,624 Worcester Road,Framingham,01701, ,FRAMINGHAM,(508) 370-7447,http://www.empire.edu,443678,PRI,"< 2-year, Private for-profit",Private Vocational School,C,One but less than two years certificate,"Cosmetology/Cosmetologist, General",City: Small,No,nces.ed.gov,27,GISDATA.COLLEGES_PT.98,Empire Beauty School (Framingham),6,N/A,6,1,42.297815277215214,-71.422158793704298,26-Empire Beauty School (Framingham),50559.133993256335089,203418004.179117113351822,2,6501.889413137453630,1468710.860925583401695,0,1,6,0,2,12,7.639437268410980,3.819718634205490
1411,0,3,0,FRAMINGHAM,100,N,1566,0,1411,2,6,3,FRAMINGHAM,100,N,1566,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,4569.092728925552365,831875.475220599211752,1,1471,1566,,FRAMINGHAM,5,0,1,5055.913399325487262,2034180.041791053256020,11,0,1,10111.826798650974524,8136720.167164213024080,,12.453729854692526,3.501408748021698,6.366197723675814,4,1411,2,1411,FRAMINGHAM,100,N,100,1566,1411,8046.736093472188259,Empire Beauty School (Framingham),Framingham,624 Worcester Road,Framingham,01701, ,FRAMINGHAM,(508) 370-7447,http://www.empire.edu,443678,PRI,"< 2-year, Private for-profit",Private Vocational School,C,One but less than two years certificate,"Cosmetology/Cosmetologist, General",City: Small,No,nces.ed.gov,27,GISDATA.COLLEGES_PT.98,Empire Beauty School (Framingham),6,N/A,6,1,42.297815277215214,-71.422158793704298,26-Empire Beauty School (Framingham),50559.133993256335089,203418004.179117113351822,2,4569.092728925552365,831875.475220599211752,0,1,5,0,1,11,6.366197723675810,3.501408748021700
1412,0,0,0,FRAMINGHAM,100,N,1577,0,1412,1,18,5,FRAMINGHAM,100,N,1577,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,4145.098136537480059,827726.331549426307902,1,1482,1577,,FRAMINGHAM,6,1,0,5055.913399325487262,2034180.041791053256020,23,3,0,10111.826798650974524,8136720.167164213024080,,12.516156664665299,7.321127382227186,7.639437268410976,4,1412,3,1412,FRAMINGHAM,100,N,100,1577,1412,8046.736093472188259,Wellesley College, ,106 Central Street,Wellesley,02481,8203,WELLESLEY,(781) 283-1000,http://www.wellesley.edu,168218,PRI,"4-year, Private not-for-profit",Women's Liberal Arts College,B,Bachelor's degree, ,Suburb: Large,Yes,nces.ed.gov,79,GISDATA.COLLEGES_PT.94,Wellesley College,N/A,N/A,0,1,42.293509528379147,-71.305799638336822,23-Wellesley College,50559.133993256335089,203418004.179117113351822,3,4145.098136537480059,827726.331549426307902,1,0,6,3,0,23,7.639437268410980,7.321127382227190
1413,0,2,1,MILLIS,187,N,1667,1,1413,0,2,1,MILLIS,187,N,1667,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,13689.287523973653151,5262573.618550067767501,1,1572,1667,,MILLIS,0,0,0,5055.913399325487262,2034180.041791053256020,3,0,0,10111.826798650974524,8136720.167164213024080,,1.476457128023368,0.954929658551372,0.000000000000000,3,1413,0,1413,MILLIS,187,N,187,1667,1413,8046.736093472188259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50559.133993256335089,203418004.179117113351822,0,13689.287523973653151,5262573.618550067767501,0,0,3,0,0,3,1.476457128023370,0.954929658551372
1414,0,4,0,SHARON,266,N,1658,0,1414,0,4,0,SHARON,266,N,1658,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,10728.797314654015281,6083049.131489508785307,0,1563,1658,,SHARON,0,0,0,5055.913399325487262,2034180.041791053256020,4,0,0,10111.826798650974524,8136720.167164213024080,,1.703085445670985,1.273239544735163,0.000000000000000,4,1414,0,1414,SHARON,266,N,266,1658,1414,8046.736093472188259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50559.133993256335089,203418004.179117113351822,0,10728.797314654015281,6083049.131489508785307,0,0,4,0,0,4,1.703085445670980,1.273239544735160
1415,0,0,0,NORFOLK,208,N,1668,0,1415,0,0,0,NORFOLK,208,N,1668,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,12843.611761581443716,7971970.625844908878207,0,1573,1668,,NORFOLK,0,0,0,5055.913399325487262,2034180.041791053256020,0,0,0,10111.826798650974524,8136720.167164213024080,,0.000000000000000,0.000000000000000,0.000000000000000,0,1415,0,1415,NORFOLK,208,N,208,1668,1415,8046.736093472188259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50559.133993256335089,203418004.179117113351822,0,12843.611761581443716,7971970.625844908878207,0,0,0,0,0,0,0.000000000000000,0.000000000000000
1416,5,1,1,NORFOLK,208,N,1669,1,1416,5,1,1,NORFOLK,208,N,1669,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,4450.760796304696669,1053166.563048249110579,1,1574,1669,,NORFOLK,7,0,0,5055.913399325487262,2034180.041791053256020,7,0,0,10111.826798650974524,8136720.167164213024080,,17.214671836449746,2.228169203286535,8.912676813146140,7,1416,0,1416,NORFOLK,208,N,208,1669,1416,8046.736093472188259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50559.133993256335089,203418004.179117113351822,0,4450.760796304696669,1053166.563048249110579,0,0,7,0,0,7,8.912676813146140,2.228169203286540
1417,0,0,0,LEXINGTON,155,N,954,0,1417,0,0,0,LEXINGTON,155,N,954,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,8032.930439275103708,2279792.299694719258696,0,954,954,,LEXINGTON,0,0,0,5055.913399325487262,2034180.041791053256020,0,0,0,10111.826798650974524,8136720.167164213024080,,0.000000000000000,0.000000000000000,0.000000000000000,0,1417,3,1417,LEXINGTON,155,N,155,954,1417,8046.736093472188259,Bentley University, ,175 Forest Street,Waltham,02452,4705,WALTHAM,(781) 891-2000,http://www.bentley.edu,164739,PRI,"4-year, Private not-for-profit",Business School,"C, A, B, PBC, M, PMC, D",Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship,Business,City: Small,Yes,nces.ed.gov,4,GISDATA.COLLEGES_PT.182,Bentley University,N/A,1086,1086,1,42.388808411109785,-71.220167633761832,39-Bentley University,50559.133993256335089,203418004.179117113351822,3,8032.930439275103708,2279792.299694719258696,0,0,0,0,0,0,0.000000000000000,0.000000000000000
1418,0,0,0,LEXINGTON,155,N,955,0,1418,0,0,0,LEXINGTON,155,N,955,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,7031.846960138323993,1383404.481267737224698,0,955,955,,LEXINGTON,0,0,0,5055.913399325487262,2034180.041791053256020,0,0,0,10111.826798650974524,8136720.167164213024080,,0.000000000000000,0.000000000000000,0.000000000000000,0,1418,1,1418,LEXINGTON,155,N,155,955,1418,8046.736093472188259,National Aviation Academy New England Campus, ,150 Hanscom Drive,Bedford,01730, ,LINCOLN,(781) 274-8448,http://www.naa.edu,165635,PRI,"2-year, Private for-profit",Technical Institute,C,Two but less than 4 years certificate,Airframe Mechanics and Aircraft Maintenance Technology/Technician,Suburb: Large,No,nces.ed.gov,59,GISDATA.COLLEGES_PT.194,National Aviation Academy New England Campus,289,N/A,289,1,42.461502426617351,-71.289980304112163,46-National Aviation Academy New England Campus,50559.133993256335089,203418004.179117113351822,1,7031.846960138323993,1383404.481267737224698,0,0,0,0,0,0,0.000000000000000,0.000000000000000
1419,0,0,0,LEXINGTON,155,N,956,0,1419,0,0,0,LEXINGTON,155,N,956,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,3489.317148004293813,658718.152564227697439,0,956,956,,LEXINGTON,0,0,0,5055.913399325487262,2034180.041791053256020,0,0,0,10111.826798650974524,8136720.167164213024080,,0.000000000000000,0.000000000000000,0.000000000000000,0,1419,1,1419,LEXINGTON,155,N,155,956,1419,8046.736093472188259,National Aviation Academy New England Campus, ,150 Hanscom Drive,Bedford,01730, ,LINCOLN,(781) 274-8448,http://www.naa.edu,165635,PRI,"2-year, Private for-profit",Technical Institute,C,Two but less than 4 years certificate,Airframe Mechanics and Aircraft Maintenance Technology/Technician,Suburb: Large,No,nces.ed.gov,59,GISDATA.COLLEGES_PT.194,National Aviation Academy New England Campus,289,N/A,289,1,42.461502426617351,-71.289980304112163,46-National Aviation Academy New England Campus,50559.133993256335089,203418004.179117113351822,1,3489.317148004293813,658718.152564227697439,0,0,0,0,0,0,0.000000000000000,0.000000000000000
1420,0,0,0,LEXINGTON,155,N,957,0,1420,0,0,1,LEXINGTON,155,N,957,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,3086.948468929966566,444842.948615661647636,0,957,957,,LEXINGTON,0,0,0,5055.913399325487262,2034180.041791053256020,1,0,0,10111.826798650974524,8136720.167164213024080,,0.000000000000000,0.318309886183791,0.000000000000000,0,1420,1,1420,LEXINGTON,155,N,155,957,1420,8046.736093472188259,National Aviation Academy New England Campus, ,150 Hanscom Drive,Bedford,01730, ,LINCOLN,(781) 274-8448,http://www.naa.edu,165635,PRI,"2-year, Private for-profit",Technical Institute,C,Two but less than 4 years certificate,Airframe Mechanics and Aircraft Maintenance Technology/Technician,Suburb: Large,No,nces.ed.gov,59,GISDATA.COLLEGES_PT.194,National Aviation Academy New England Campus,289,N/A,289,1,42.461502426617351,-71.289980304112163,46-National Aviation Academy New England Campus,50559.133993256335089,203418004.179117113351822,1,3086.948468929966566,444842.948615661647636,0,0,0,0,0,1,0.000000000000000,0.318309886183791
1421,0,0,0,LEXINGTON,155,N,958,0,1421,0,0,1,LEXINGTON,155,N,958,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,4103.074732839939315,680180.260286402073689,0,958,958,,LEXINGTON,0,0,0,5055.913399325487262,2034180.041791053256020,1,0,0,10111.826798650974524,8136720.167164213024080,,0.000000000000000,0.318309886183791,0.000000000000000,0,1421,1,1421,LEXINGTON,155,N,155,958,1421,8046.736093472188259,National Aviation Academy New England Campus, ,150 Hanscom Drive,Bedford,01730, ,LINCOLN,(781) 274-8448,http://www.naa.edu,165635,PRI,"2-year, Private for-profit",Technical Institute,C,Two but less than 4 years certificate,Airframe Mechanics and Aircraft Maintenance Technology/Technician,Suburb: Large,No,nces.ed.gov,59,GISDATA.COLLEGES_PT.194,National Aviation Academy New England Campus,289,N/A,289,1,42.461502426617351,-71.289980304112163,46-National Aviation Academy New England Campus,50559.133993256335089,203418004.179117113351822,1,4103.074732839939315,680180.260286402073689,0,0,0,0,0,1,0.000000000000000,0.318309886183791
1422,0,0,0,LEXINGTON,155,N,959,0,1422,0,1,2,LEXINGTON,155,N,959,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,4026.111802615933811,936933.672369246836752,1,959,959,,LEXINGTON,0,0,0,5055.913399325487262,2034180.041791053256020,3,0,0,10111.826798650974524,8136720.167164213024080,,0.000000000000000,0.954929658551372,0.000000000000000,0,1422,1,1422,LEXINGTON,155,N,155,959,1422,8046.736093472188259,National Aviation Academy New England Campus, ,150 Hanscom Drive,Bedford,01730, ,LINCOLN,(781) 274-8448,http://www.naa.edu,165635,PRI,"2-year, Private for-profit",Technical Institute,C,Two but less than 4 years certificate,Airframe Mechanics and Aircraft Maintenance Technology/Technician,Suburb: Large,No,nces.ed.gov,59,GISDATA.COLLEGES_PT.194,National Aviation Academy New England Campus,289,N/A,289,1,42.461502426617351,-71.289980304112163,46-National Aviation Academy New England Campus,50559.133993256335089,203418004.179117113351822,1,4026.111802615933811,936933.672369246836752,0,0,0,0,0,3,0.000000000000000,0.954929658551372
1423,0,2,0,WALTHAM,308,N,961,0,1423,1,6,1,WALTHAM,308,N,961,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,8355.539521027076262,2026730.421349913114682,1,961,961,,WALTHAM,1,0,0,5055.913399325487262,2034180.041791053256020,8,0,1,10111.826798650974524,8136720.167164213024080,,2.555828918342536,2.546479089470326,1.273239544735163,2,1423,17,1423,WALTHAM,308,N,308,961,1423,8046.736093472188259,Boston College (Main Campus),Main Campus,140 Commonwealth Avenue,Chestnut Hill,02467, ,NEWTON,(617) 552-8000,http://www.bc.edu,164924,PRI,"4-year, Private not-for-profit",Research University,"C, B, PBC, M, PMC, D",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Small,Yes,nces.ed.gov,10,GISDATA.COLLEGES_PT.117,Boston College (Main Campus),N/A,13696,13696,1,42.335021249951438,-71.168754835547645,4-Boston College (Main Campus),50559.133993256335089,203418004.179117113351822,17,8355.539521027076262,2026730.421349913114682,0,0,1,0,1,8,1.273239544735160,2.546479089470330
1424,0,0,0,WALTHAM,308,N,962,0,1424,0,4,0,WALTHAM,308,N,962,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,5331.270008964128465,1651839.218455229420215,0,962,962,,WALTHAM,0,0,1,5055.913399325487262,2034180.041791053256020,4,0,1,10111.826798650974524,8136720.167164213024080,,0.000000000000000,1.273239544735163,0.000000000000000,0,1424,16,1424,WALTHAM,308,N,308,962,1424,8046.736093472188259,Boston College (Main Campus),Main Campus,140 Commonwealth Avenue,Chestnut Hill,02467, ,NEWTON,(617) 552-8000,http://www.bc.edu,164924,PRI,"4-year, Private not-for-profit",Research University,"C, B, PBC, M, PMC, D",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Small,Yes,nces.ed.gov,10,GISDATA.COLLEGES_PT.117,Boston College (Main Campus),N/A,13696,13696,1,42.335021249951438,-71.168754835547645,4-Boston College (Main Campus),50559.133993256335089,203418004.179117113351822,16,5331.270008964128465,1651839.218455229420215,0,1,0,0,1,4,0.000000000000000,1.273239544735160
1425,0,0,0,WALTHAM,308,N,963,0,1425,3,3,1,WALTHAM,308,N,963,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,2318.712679213337196,311531.019725812773686,1,963,963,,WALTHAM,1,0,1,5055.913399325487262,2034180.041791053256020,7,0,1,10111.826798650974524,8136720.167164213024080,1,0.000000000000000,2.228169203286535,1.273239544735163,0,1425,8,1425,WALTHAM,308,N,308,963,1425,8046.736093472188259,Boston College (Main Campus),Main Campus,140 Commonwealth Avenue,Chestnut Hill,02467, ,NEWTON,(617) 552-8000,http://www.bc.edu,164924,PRI,"4-year, Private not-for-profit",Research University,"C, B, PBC, M, PMC, D",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Small,Yes,nces.ed.gov,10,GISDATA.COLLEGES_PT.117,Boston College (Main Campus),N/A,13696,13696,1,42.335021249951438,-71.168754835547645,4-Boston College (Main Campus),50559.133993256335089,203418004.179117113351822,8,2318.712679213337196,311531.019725812773686,0,1,1,0,1,7,1.273239544735160,2.228169203286540
1426,5,3,1,WESTON,333,N,1470,1,1426,3,3,1,WESTON,333,N,1470,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,11483.786899437307511,6201805.983928976580501,1,1374,1470,,WESTON,1,0,0,5055.913399325487262,2034180.041791053256020,7,0,1,10111.826798650974524,8136720.167164213024080,,3.758565336124980,2.228169203286535,1.273239544735163,9,1426,7,1426,WESTON,333,N,333,1470,1426,8046.736093472188259,Pope John Xxiii National Seminary, ,558 South Avenue,Weston,02493, ,WESTON,(781) 899-5500,http://www.psjs.edu,167464,PRI,"4-year, Private not-for-profit",Divinity School,M,Master's degree,Catholic Seminary,Suburb: Large,Yes,nces.ed.gov,7,GISDATA.COLLEGES_PT.127,Pope John Xxiii National Seminary,N/A,53,53,1,42.339620518681180,-71.310985041371424,12-Pope John Xxiii National Seminary,50559.133993256335089,203418004.179117113351822,7,11483.786899437307511,6201805.983928976580501,0,0,9,0,1,7,3.758565336124980,2.228169203286540
1427,0,0,0,WESTON,333,N,1471,0,1427,3,2,1,WESTON,333,N,1471,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,10109.253232896311602,4390429.781532550230622,1,1375,1471,,WESTON,0,0,0,5055.913399325487262,2034180.041791053256020,6,0,0,10111.826798650974524,8136720.167164213024080,,0.000000000000000,1.909859317102744,0.000000000000000,0,1427,10,1427,WESTON,333,N,333,1471,1427,8046.736093472188259,Pope John Xxiii National Seminary, ,558 South Avenue,Weston,02493, ,WESTON,(781) 899-5500,http://www.psjs.edu,167464,PRI,"4-year, Private not-for-profit",Divinity School,M,Master's degree,Catholic Seminary,Suburb: Large,Yes,nces.ed.gov,7,GISDATA.COLLEGES_PT.127,Pope John Xxiii National Seminary,N/A,53,53,1,42.339620518681180,-71.310985041371424,12-Pope John Xxiii National Seminary,50559.133993256335089,203418004.179117113351822,10,10109.253232896311602,4390429.781532550230622,0,0,0,0,0,6,0.000000000000000,1.909859317102740
1428,1,0,0,WESTON,333,N,1472,0,1428,1,0,0,WESTON,333,N,1472,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,8956.003864882110065,3620983.494394550099969,0,1376,1472,,WESTON,0,0,1,5055.913399325487262,2034180.041791053256020,1,0,2,10111.826798650974524,8136720.167164213024080,2,0.715272001182758,0.318309886183791,0.000000000000000,1,1428,8,1428,WESTON,333,N,333,1472,1428,8046.736093472188259,Pope John Xxiii National Seminary, ,558 South Avenue,Weston,02493, ,WESTON,(781) 899-5500,http://www.psjs.edu,167464,PRI,"4-year, Private not-for-profit",Divinity School,M,Master's degree,Catholic Seminary,Suburb: Large,Yes,nces.ed.gov,7,GISDATA.COLLEGES_PT.127,Pope John Xxiii National Seminary,N/A,53,53,1,42.339620518681180,-71.310985041371424,12-Pope John Xxiii National Seminary,50559.133993256335089,203418004.179117113351822,8,8956.003864882110065,3620983.494394550099969,0,2,1,0,2,1,0.715272001182758,0.318309886183791
1429,0,1,1,WALTHAM,308,N,979,0,1429,8,22,7,WALTHAM,308,N,979,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,2796.899760668444287,299111.575123009039089,1,979,979,,WALTHAM,13,1,0,5055.913399325487262,2034180.041791053256020,37,1,0,10111.826798650974524,8136720.167164213024080,,43.294682080093352,11.777465788800255,16.552114081557114,5,1429,11,1429,WALTHAM,308,N,308,979,1429,8046.736093472188259,Boston College (Main Campus),Main Campus,140 Commonwealth Avenue,Chestnut Hill,02467, ,NEWTON,(617) 552-8000,http://www.bc.edu,164924,PRI,"4-year, Private not-for-profit",Research University,"C, B, PBC, M, PMC, D",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Small,Yes,nces.ed.gov,10,GISDATA.COLLEGES_PT.117,Boston College (Main Campus),N/A,13696,13696,1,42.335021249951438,-71.168754835547645,4-Boston College (Main Campus),50559.133993256335089,203418004.179117113351822,11,2796.899760668444287,299111.575123009039089,1,0,13,1,0,37,16.552114081557100,11.777465788800299
1430,2,0,0,FRAMINGHAM,100,N,1568,0,1430,5,14,9,FRAMINGHAM,100,N,1568,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,4432.892232036809219,352507.858682931691874,1,1473,1568,,FRAMINGHAM,6,0,1,5055.913399325487262,2034180.041791053256020,28,2,2,10111.826798650974524,8136720.167164213024080,1,14.694640397307721,8.912676813146140,7.639437268410976,2,1430,2,1430,FRAMINGHAM,100,N,100,1568,1430,8046.736093472188259,Empire Beauty School (Framingham),Framingham,624 Worcester Road,Framingham,01701, ,FRAMINGHAM,(508) 370-7447,http://www.empire.edu,443678,PRI,"< 2-year, Private for-profit",Private Vocational School,C,One but less than two years certificate,"Cosmetology/Cosmetologist, General",City: Small,No,nces.ed.gov,27,GISDATA.COLLEGES_PT.98,Empire Beauty School (Framingham),6,N/A,6,1,42.297815277215214,-71.422158793704298,26-Empire Beauty School (Framingham),50559.133993256335089,203418004.179117113351822,2,4432.892232036809219,352507.858682931691874,0,1,6,2,2,28,7.639437268410980,8.912676813146140
1431,0,1,1,FRAMINGHAM,100,N,1569,0,1431,4,17,7,FRAMINGHAM,100,N,1569,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,3045.825538075659097,272475.173728178488091,1,1474,1569,1,FRAMINGHAM,11,2,0,5055.913399325487262,2034180.041791053256020,28,2,0,10111.826798650974524,8136720.167164213024080,,19.010819039749329,8.912676813146140,14.005634992086790,2,1431,3,1431,FRAMINGHAM,100,N,100,1569,1431,8046.736093472188259,Wellesley College, ,106 Central Street,Wellesley,02481,8203,WELLESLEY,(781) 283-1000,http://www.wellesley.edu,168218,PRI,"4-year, Private not-for-profit",Women's Liberal Arts College,B,Bachelor's degree, ,Suburb: Large,Yes,nces.ed.gov,79,GISDATA.COLLEGES_PT.94,Wellesley College,N/A,N/A,0,1,42.293509528379147,-71.305799638336822,23-Wellesley College,50559.133993256335089,203418004.179117113351822,3,3045.825538075659097,272475.173728178488091,2,0,11,2,0,28,14.005634992086801,8.912676813146140
1432,1,2,1,FRAMINGHAM,100,N,1570,1,1432,7,18,11,FRAMINGHAM,100,N,1570,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,5584.496399889748318,1071479.946419118670747,1,1475,1570,,FRAMINGHAM,7,0,0,5055.913399325487262,2034180.041791053256020,36,5,1,10111.826798650974524,8136720.167164213024080,,9.668825324976179,11.459155902616464,8.912676813146140,4,1432,2,1432,FRAMINGHAM,100,N,100,1570,1432,8046.736093472188259,Empire Beauty School (Framingham),Framingham,624 Worcester Road,Framingham,01701, ,FRAMINGHAM,(508) 370-7447,http://www.empire.edu,443678,PRI,"< 2-year, Private for-profit",Private Vocational School,C,One but less than two years certificate,"Cosmetology/Cosmetologist, General",City: Small,No,nces.ed.gov,27,GISDATA.COLLEGES_PT.98,Empire Beauty School (Framingham),6,N/A,6,1,42.297815277215214,-71.422158793704298,26-Empire Beauty School (Framingham),50559.133993256335089,203418004.179117113351822,2,5584.496399889748318,1071479.946419118670747,0,0,7,5,1,36,8.912676813146140,11.459155902616500
1433,1,0,0,WALTHAM,308,N,966,0,1433,2,4,1,WALTHAM,308,N,966,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,5852.251925984739501,1565423.996491422643885,1,966,966,,WALTHAM,3,0,0,5055.913399325487262,2034180.041791053256020,7,0,0,10111.826798650974524,8136720.167164213024080,,1.654496236221151,2.228169203286535,3.819718634205488,1,1433,6,1433,WALTHAM,308,N,308,966,1433,8046.736093472188259,Bentley University, ,175 Forest Street,Waltham,02452,4705,WALTHAM,(781) 891-2000,http://www.bentley.edu,164739,PRI,"4-year, Private not-for-profit",Business School,"C, A, B, PBC, M, PMC, D",Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship,Business,City: Small,Yes,nces.ed.gov,4,GISDATA.COLLEGES_PT.182,Bentley University,N/A,1086,1086,1,42.388808411109785,-71.220167633761832,39-Bentley University,50559.133993256335089,203418004.179117113351822,6,5852.251925984739501,1565423.996491422643885,0,0,3,0,0,7,3.819718634205490,2.228169203286540
